PORTLAND TRAILBLAZERS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,,024_IntroAnthony_RIB_F_v01.mov,1,,1,176,024,010,RIB_F,10s,,-,1,,,,176_POR_Intros_1,02_IntroAnthony,\176_POR_Intros_1\02_IntroAnthony\024_IntroAnthony_RIB_F_v01.mov,-,nclc,nclc,10010,254163520,9504,144,66.000,CFR,29.970,320332200,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,028_IntroAnthony_SCB_v01.mov,1,,1,176,028,017,SCB,10s,,-,1,,,,176_POR_Intros_1,02_IntroAnthony,\176_POR_Intros_1\02_IntroAnthony\028_IntroAnthony_SCB_v01.mov,-,nclc,nclc,10010,448124279,1920,1080,1.778,CFR,29.970,562895111,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,04_IntroBrown,040_IntroBrown_AUDIO_v01.mov,1,,1,176,040,024,AUDIO,7.27s,,-,6,,,,176_POR_Intros_1,04_IntroBrown,\176_POR_Intros_1\04_IntroBrown\040_IntroBrown_AUDIO_v01.mov,-,nclc,nclc,7274,70729,16,16,1.000,CFR,29.970,1501250,PCM,Little / Signed,sowt,7274,2,L R,48000,16
,,041_IntroBrown_AUD_F_v01.mov,1,,1,176,041,001,AUD_F,10s,,-,6,,,,176_POR_Intros_1,04_IntroBrown,\176_POR_Intros_1\04_IntroBrown\041_IntroBrown_AUD_F_v01.mov,-,nclc,nclc,10010,3388148103,10160,1600,6.350,CFR,29.970,4241730853,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,044_IntroBrown_RIB_F_v01.mov,1,,1,176,044,010,RIB_F,10s,,-,6,,,,176_POR_Intros_1,04_IntroBrown,\176_POR_Intros_1\04_IntroBrown\044_IntroBrown_RIB_F_v01.mov,-,nclc,nclc,10010,248731635,9504,144,66.000,CFR,29.970,313540597,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,048_IntroBrown_SCB_v01.mov,1,,1,176,048,017,SCB,10s,,-,6,,,,176_POR_Intros_1,04_IntroBrown,\176_POR_Intros_1\04_IntroBrown\048_IntroBrown_SCB_v01.mov,-,nclc,nclc,10010,432925328,1920,1080,1.778,CFR,29.970,543883748,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,05_IntroCollins,050_IntroCollins_AUDIO_v01.mov,1,,1,176,050,024,AUDIO,8.5s,,-,14,,,,176_POR_Intros_1,05_IntroCollins,\176_POR_Intros_1\05_IntroCollins\050_IntroCollins_AUDIO_v01.mov,-,nclc,nclc,8509,70729,16,16,1.000,CFR,29.970,1750749,PCM,Little / Signed,sowt,8509,2,L R,48000,16
,,051_IntroCollins_AUD_F_v01.mov,1,,1,176,051,001,AUD_F,10s,,-,14,,,,176_POR_Intros_1,05_IntroCollins,\176_POR_Intros_1\05_IntroCollins\051_IntroCollins_AUD_F_v01.mov,-,nclc,nclc,10010,3398762350,10160,1600,6.350,CFR,29.970,4255014469,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,054_IntroCollins_RIB_F_v01.mov,1,,1,176,054,010,RIB_F,10s,,-,14,,,,176_POR_Intros_1,05_IntroCollins,\176_POR_Intros_1\05_IntroCollins\054_IntroCollins_RIB_F_v01.mov,-,nclc,nclc,10010,249441498,9504,144,66.000,CFR,29.970,314431337,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,058_IntroCollins_SCB_v01.mov,1,,1,176,058,017,SCB,10s,,-,14,,,,176_POR_Intros_1,05_IntroCollins,\176_POR_Intros_1\05_IntroCollins\058_IntroCollins_SCB_v01.mov,-,nclc,nclc,10010,437586903,1920,1080,1.778,CFR,29.970,549719076,PCM,Little / Signed,sowt,10010,2,L R,44100,16
